1|The Woman in Black 2: Angel of Death|Phoebe Fox|0|Merryn Pearse|0|Mary Roscoe|0|Tom Harper|3281|Drama|0.193|Horror|0.023|Thriller|0.077
2|Taken 3|Liam Neeson|10702|Forest Whitaker|152304|Famke Janssen|0|Olivier Megaton|0|Action|0.148|Thriller|0.077
3|Let's Kill Ward's Wife|Amy Acker|243028|Ava Carpinello|0|James Carpinello|9209|Scott Foley|349215|Comedy|0.094|Crime|0.085
5|Paddington|Tim Downie|6585|Madeleine Worrall|0|Lottie Steer|0|Paul King|2941|Comedy|0.094|Family|0.011|Fantasy|0.014
7|The Wedding Ringer|Kevin Hart|31497937|Josh Gad|195517|Affion Crockett|314400|Jeremy Garelick|0|Comedy|0.094
8|Miami Vice|Colin Farrell|0|Jamie Foxx|4736268|Li Gong|0|Michael Mann|24307|Action|0.148|Crime|0.085|Thriller|0.077
9|Layer Cake|Daniel Craig|0|Tom Hardy|130085|Jamie Foreman|52665|Matthew Vaughn|0|Crime|0.085|Drama|0.193|Thriller|0.077
11|Mortdecai|Johnny Depp|9128|Gwyneth Paltrow|2804393|Paul Bettany|171438|David Koepp|0|Action|0.148|Comedy|0.094|Crime|0.085
12|Song One|Anne Hathaway|5829|Mary Steenburgen|24450|Lola Kirke|7015|Kate Barker-Froyland|0|Drama|0.193|Music|0.011
15|The Loft|Karl Urban|75444|James Marsden|9934|Wentworth Miller|136198|Erik Van Looy|0|Mystery|0.045|Romance|0.048|Thriller|0.077
16|Project Almanac|Jonny Weston|0|Sofia Black-D'Elia|29220|Sam Lerner|8725|Dean Israelite|0|Sci-Fi|0.062|Thriller|0.077
17|Wild Card|Jason Statham|15017|Michael Angarano|0|Dominik García-Lorido|0|Simon West|0|Action|0.148|Crime|0.085|Drama|0.193
19|Jupiter Ascending|Mila Kunis|0|Channing Tatum|8625888|Sean Bean|6796|Lilly Wachowski|0|Action|0.148|Adventure|0.108|Sci-Fi|0.062
22|The SpongeBob Movie: Sponge Out of Water|Antonio Banderas|450322|Eric Bauza|0|Tim Conway|0|Mike Mitchell|45730|Animation|0.023|Adventure|0.108|Comedy|0.094
23|The Voices|Ryan Reynolds|4401726|Gemma Arterton|66958|Anna Kendrick|5952062|Marjane Satrapi|0|Comedy|0.094|Crime|0.085|Horror|0.023
24|Fifty Shades of Grey|Dakota Johnson|32201|Jamie Dornan|0|Jennifer Ehle|3078|Sam Taylor-Johnson|0|Drama|0.193|Romance|0.048|Thriller|0.077
25|Kingsman: The Secret Service|Adrian Quinton|0|Colin Firth|0|Mark Strong|3552|Matthew Vaughn|0|Action|0.148|Adventure|0.108|Comedy|0.094
26|Hot Tub Time Machine 2|Rob Corddry|1487864|Craig Robinson|441737|Clark Duke|1138|Steve Pink|0|Comedy|0.094|Sci-Fi|0.062
28|Focus|Will Smith|388798|Margot Robbie|900795|Adrian Martinez|1079|John Requa|0|Comedy|0.094|Crime|0.085|Drama|0.193
29|The Lazarus Effect|Mark Duplass|341157|Olivia Wilde|1791641|Sarah Bolger|89596|David Gelb|0|Horror|0.023|Mystery|0.045|Sci-Fi|0.062
30|Maps to the Stars|Julianne Moore|788298|Mia Wasikowska|20361|John Cusack|1637157|David Cronenberg|0|Comedy|0.094|Drama|0.193
31|Out of the Dark|Julia Stiles|72935|Scott Speedman|0|Stephen Rea|0|Lluís Quílez|0|Horror|0.023|Thriller|0.077
32|Chappie|Sharlto Copley|12554|Dev Patel|0|Ninja|1583113|Neill Blomkamp|0|Action|0.148|Crime|0.085|Drama|0.193
33|Road Hard|Larry Clarke|0|Jonathan Klein|1802|Adam Carolla|505131|Kevin Hench|5622|Comedy|0.094
34|The Second Best Exotic Marigold Hotel|Dev Patel|0|Maggie Smith|7825|Danny Mahoney|0|John Madden|11300|Comedy|0.094|Drama|0.193
35|Unfinished Business|Vince Vaughn|6682|Tom Wilkinson|1920|Dave Franco|33323|Ken Scott|0|Comedy|0.094
39|It Follows|Bailey Spry|0|Carollette Phillips|0|Loren Bass|0|David Robert Mitchell|0|Horror|0.023|Mystery|0.045
